"Ensembl_ID","control_rep2","exp_rep3","exp_rep2","exp_rep1","control_rep1","control_rep3"
"ENSG00000142733.18",320,373,363,320,381,445
"ENSG00000142748.14",2,2,4,3,0,1
"ENSG00000174950.11",3,8,3,1,8,6
"ENSG00000181773.7",197,278,199,235,186,250
"ENSG00000158195.11",11684,13539,14280,14887,13535,16279
"ENSG00000237429.1",2,2,1,1,15,2
"ENSG00000126705.15",2617,3455,3141,2920,3035,3736
"ENSG00000235912.1",19,21,26,18,16,22
"ENSG00000126709.16",138,44,35,40,113,172
"ENSG00000287244.1",1,3,3,4,0,2
"ENSG00000009780.16",648,789,828,851,891,1001
"ENSG00000231344.1",3,2,6,3,3,2
"ENSG00000117758.14",2956,3143,3374,3802,3354,3983
"ENSG00000269971.1",4,2,0,8,2,5
"ENSG00000117751.18",5481,6699,7503,6912,6284,7502
"ENSG00000252947.1",4,1,3,5,0,1
"ENSG00000130775.16",104,131,90,82,125,168
"ENSG00000117748.10",3233,3980,3665,3700,3695,4505
"ENSG00000130768.15",980,1261,1173,1153,1087,1427
"ENSG00000158156.9",1325,1692,1708,1498,1473,1753
"ENSG00000158161.16",4385,4714,5251,5197,5337,6048
"ENSG00000228589.3",61,58,62,41,61,84
"ENSG00000169403.12",720,795,1171,1074,1054,1171
"ENSG00000126698.11",11649,14560,14345,14573,12462,15649
"ENSG00000290123.1",10,9,19,9,17,17
"ENSG00000130770.18",3395,4474,4591,4094,4016,4906
"ENSG00000270605.1",26,36,41,32,33,48
"ENSG00000271398.1",0,1,3,2,0,4
"ENSG00000130766.5",5368,7337,7439,7076,5852,7413
"ENSG00000130772.14",1233,1518,1594,1502,1408,1768
"ENSG00000204138.13",5669,6062,7016,6876,6964,7793
"ENSG00000180198.17",6996,8299,8187,8008,7618,9805
"ENSG00000242125.3",2142,2392,2612,2313,2630,3013
"ENSG00000200087.1",9,19,19,37,20,30
"ENSG00000231468.2",0,4,4,7,6,4
"ENSG00000279443.1",67,75,100,93,70,76
"ENSG00000180098.9",1118,1525,1405,1351,1326,1635
"ENSG00000197989.15",164,152,322,273,239,257
"ENSG00000221539.1",0,6,5,4,8,10
"ENSG00000120656.14",1461,1778,1809,1690,1642,1951
"ENSG00000188060.8",65,90,76,54,85,107
"ENSG00000229388.1",4,4,3,4,2,1
"ENSG00000162419.13",1900,1745,2169,2162,2247,2246
"ENSG00000289291.1",57,78,87,69,69,83
"ENSG00000198492.16",13200,15600,15411,16208,15190,18441
"ENSG00000116329.12",52,34,33,29,47,46
"ENSG00000159023.23",7800,7780,8047,7930,9109,10808
"ENSG00000225616.2",22,42,38,27,14,23
"ENSG00000253304.2",1090,1381,1144,1074,1219,1541
"ENSG00000116350.18",6522,7980,8087,7619,7889,9526
"ENSG00000116353.16",1378,1841,1635,1624,1558,1976
"ENSG00000060656.20",8525,12003,12269,11776,9747,12084
"ENSG00000162510.6",9,9,2,8,3,9
"ENSG00000186056.11",4,10,18,17,11,9
"ENSG00000162511.8",23,34,35,30,27,30
"ENSG00000223382.6",0,6,3,4,3,1
"ENSG00000162512.16",6474,7790,6596,6927,7251,8870
"ENSG00000134644.16",11680,13273,15453,14867,14277,16619
"ENSG00000084628.10",3465,4433,2759,2701,3713,4733
"ENSG00000060688.13",4761,5723,6174,5813,5711,7062
"ENSG00000229447.2",3,5,4,3,2,5
"ENSG00000121766.16",5417,6910,6394,6762,6188,7335
"ENSG00000121769.8",745,1060,973,865,998,1215
"ENSG00000168528.12",7385,11553,10659,10052,8591,10596
"ENSG00000215899.3",5,8,11,5,5,5
"ENSG00000293391.1",2,2,1,0,3,0
"ENSG00000284543.1",5,11,14,9,10,12
"ENSG00000229167.2",8,11,19,12,14,12
"ENSG00000142910.16",358,607,903,674,616,636
"ENSG00000121764.12",4,3,6,6,6,1
"ENSG00000162517.13",4434,5706,5392,5327,4971,6046
"ENSG00000235790.7",3,11,4,6,5,2
"ENSG00000084636.18",77,83,82,86,104,115
"ENSG00000121753.13",622,896,707,766,800,889
"ENSG00000134668.13",30,39,44,47,51,49
"ENSG00000184007.22",14384,17503,18199,19486,17222,20082
"ENSG00000121774.18",23477,27335,26180,29362,27679,32579
"ENSG00000203325.3",1,0,6,3,5,1
"ENSG00000121775.18",608,1014,742,744,803,996
"ENSG00000025800.14",7247,8562,10757,9865,9312,10837
"ENSG00000084652.16",5215,6450,7205,6583,6399,7581
"ENSG00000160050.16",596,760,547,530,628,857
"ENSG00000224066.1",5,5,0,2,1,2
"ENSG00000160051.12",377,393,398,331,427,518
"ENSG00000222046.3",2,3,7,0,5,3
"ENSG00000160055.20",433,580,564,634,538,586
"ENSG00000084623.12",23278,30049,26436,27525,25913,31986
"ENSG00000291132.1",178,192,175,157,162,250
"ENSG00000290045.1",8,13,3,10,14,15
"ENSG00000183615.6",53,41,32,33,46,33
"ENSG00000182866.18",114,112,94,112,117,153
"ENSG00000116478.12",9392,11616,12617,12472,10772,13275
"ENSG00000175130.7",46884,66692,53810,52844,52598,65118
"ENSG00000162526.7",3,3,8,1,2,3
"ENSG00000225828.2",37,50,41,42,41,44
"ENSG00000160058.19",5130,6369,7244,7180,5916,7252
"ENSG00000273274.2",228,222,224,230,264,320
"ENSG00000160062.15",905,882,1032,1136,1021,1089
"ENSG00000176261.16",1491,1857,1859,1723,1699,2085
"ENSG00000162521.19",23643,26534,28109,28623,27624,33207
"ENSG00000162520.15",13,13,12,12,11,17
"ENSG00000162522.11",10508,12859,12593,12072,12140,14968
"ENSG00000134684.13",13540,16113,15261,15402,15485,19270
"ENSG00000116497.18",2658,2952,3518,3206,3169,3631
"ENSG00000160097.21",199,227,98,59,213,299
"ENSG00000121905.10",151,172,59,45,149,192
"ENSG00000121900.19",507,811,592,562,624,758
"ENSG00000287691.1",8,6,12,13,7,5
"ENSG00000116514.17",1507,2038,2113,1885,1681,2183
"ENSG00000004455.18",11649,14316,14323,14472,12711,16010
"ENSG00000142920.18",171,217,261,205,190,225
"ENSG00000278997.1",5,12,17,18,7,18
"ENSG00000116525.14",328,413,369,389,429,481
"ENSG00000279179.1",6,2,3,2,0,3
"ENSG00000160094.15",2240,2890,2264,2199,2488,3080
"ENSG00000270115.1",1,3,6,6,2,5
"ENSG00000225313.5",48,51,60,79,60,66
"ENSG00000134686.21",9390,12082,10110,10216,10020,12841
"ENSG00000222112.1",4,5,7,10,10,8
"ENSG00000233246.1",0,9,11,10,12,10
"ENSG00000121903.15",888,879,1176,1138,1025,1226
"ENSG00000121904.19",45,62,93,62,67,69
"ENSG00000163866.9",2241,2990,2889,2795,2522,3180
"ENSG00000189280.3",1,2,8,7,4,4
"ENSG00000189433.7",1,4,10,6,3,5
"ENSG00000188910.8",13,14,19,20,18,13
"ENSG00000187513.9",42,30,15,12,39,51
"ENSG00000116544.12",167,166,122,112,148,182
"ENSG00000284773.1",18,40,48,51,46,41
"ENSG00000293382.1",16,29,27,44,41,44
"ENSG00000243749.2",77,94,108,96,68,96
"ENSG00000163867.17",499,627,596,729,626,714
"ENSG00000197056.11",1798,1637,2182,2296,2058,2179
"ENSG00000284640.1",3,3,0,4,3,2
"ENSG00000116560.12",30638,36818,37367,39613,34801,42478
"ENSG00000146463.12",11084,11753,13340,13425,12660,15045
"ENSG00000229994.1",45,53,34,55,39,42
"ENSG00000142687.19",4421,5415,6600,6621,5122,6195
"ENSG00000020129.16",2017,2738,2347,2360,2150,2923
"ENSG00000239636.3",4,1,1,2,2,5
"ENSG00000116819.9",12,15,14,13,13,13
"ENSG00000126067.12",11987,16407,14579,15175,14672,17281
"ENSG00000142686.8",761,900,807,789,972,1099
"ENSG00000092853.14",2561,2375,2487,2724,3047,3405
"ENSG00000134698.11",1869,1944,2556,2413,2334,2668
"ENSG00000092847.14",8563,8864,10077,10216,9866,11726
"ENSG00000126070.20",1488,1464,1865,1772,1999,1958
"ENSG00000293245.1",2,1,3,5,1,5
"ENSG00000092850.12",193,191,171,141,237,253
"ENSG00000116863.11",1515,2154,1898,1823,1684,2246
"ENSG00000171812.13",1,10,9,2,1,9
"ENSG00000054116.12",3387,4638,5164,4861,4035,4825
"ENSG00000116871.16",7840,10223,8489,8457,8635,10655
"ENSG00000054118.15",15210,16993,18152,18956,17580,21982
"ENSG00000214193.11",114,131,134,142,127,174
"ENSG00000196182.11",4947,6337,6559,6640,5514,6841
"ENSG00000181817.6",1849,2661,2129,1958,1985,2627
"ENSG00000116885.18",904,1054,966,956,920,1229
"ENSG00000116898.12",6840,8284,7808,8015,7055,8890
"ENSG00000119535.20",89,104,169,131,117,151
"ENSG00000284720.1",2,0,0,6,2,3
"ENSG00000163873.10",189,205,164,198,251,304
"ENSG00000233621.3",49,81,64,59,68,70
"ENSG00000163874.11",497,637,759,669,556,753
"ENSG00000163875.16",3992,4833,4466,4805,4920,5696
"ENSG00000263675.1",1,1,7,2,4,10
"ENSG00000163877.11",1634,1785,1861,1828,1849,2137
"ENSG00000237749.4",21,48,52,32,40,36
"ENSG00000163879.11",3883,5189,4264,4305,4292,5338
"ENSG00000134697.13",7098,7908,8162,8109,7837,9940
"ENSG00000116922.15",1578,2046,2243,2174,2075,2399
"ENSG00000134690.11",4352,5469,5211,5050,5198,6102
"ENSG00000183317.17",54,72,41,61,59,58
"ENSG00000185090.15",654,735,420,379,696,856
"ENSG00000196449.4",1784,2232,2183,2119,2040,2444
"ENSG00000197982.14",1924,2518,1915,1842,1866,2300
"ENSG00000188786.10",1294,1377,1865,1672,1625,1922
"ENSG00000204084.14",976,1162,1265,1086,1295,1332
"ENSG00000183431.12",12140,14442,13729,13949,13241,16254
"ENSG00000212541.1",6,1,3,1,5,10
"ENSG00000183386.10",955,1418,1115,1135,1094,1494
"ENSG00000183520.12",2969,3301,3491,3580,3305,4125
"ENSG00000185668.8",18,32,28,35,36,27
"ENSG00000224592.5",16,49,26,25,17,33
"ENSG00000237290.2",2,4,2,0,0,0
"ENSG00000215895.4",32,46,46,30,37,43
"ENSG00000116954.8",936,1135,1154,1317,1125,1293
"ENSG00000228436.4",32,44,39,28,37,36
"ENSG00000214114.9",2186,2455,2508,2666,2405,2881
"ENSG00000158315.11",4,4,5,3,3,4
"ENSG00000174574.16",10767,13757,15896,15982,13054,15231
"ENSG00000168653.11",15773,21423,19226,18512,17592,21620
"ENSG00000127603.32",18743,19805,27600,28413,22264,25543
"ENSG00000217897.2",2,2,1,3,1,0
"ENSG00000183682.8",70,89,81,58,102,73
"ENSG00000237624.1",6,6,7,0,4,7
"ENSG00000291129.1",15,21,35,14,18,24
"ENSG00000090621.15",16208,18753,17287,18848,17910,22408
"ENSG00000228060.3",14,7,14,20,15,24
"ENSG00000163909.8",41,26,15,19,49,49
"ENSG00000116981.4",2,2,3,0,2,0
"ENSG00000116983.13",7,9,13,9,2,4
"ENSG00000084072.17",3764,4910,4645,4425,4158,5291
"ENSG00000116985.12",84,72,84,90,102,107
"ENSG00000043514.17",2380,2598,2739,2731,2677,3425
"ENSG00000116990.12",1912,2275,2144,2026,2104,2626
"ENSG00000236546.1",9,10,9,7,9,8
"ENSG00000168389.18",309,438,380,321,357,432
"ENSG00000228477.1",31,68,56,32,45,38
"ENSG00000131236.18",26885,32611,34966,34688,30107,36632
"ENSG00000131238.18",12939,15158,15999,16275,13910,16975
"ENSG00000117000.9",4061,3988,5284,5191,4792,5600
"ENSG00000259943.2",306,408,380,385,398,419
"ENSG00000084073.10",8779,9999,10754,12922,9678,11294
"ENSG00000049089.15",928,1432,1654,1509,1134,1372
"ENSG00000227311.3",21,36,23,10,11,15
"ENSG00000084070.12",3247,4063,4475,4458,3778,4605
"ENSG00000284677.1",2,3,3,1,1,1
"ENSG00000187801.15",325,344,350,366,403,451
"ENSG00000260920.2",282,338,308,316,348,402
"ENSG00000279667.1",5,7,12,20,17,13
"ENSG00000187815.10",408,485,469,527,488,498
"ENSG00000238287.1",2,3,3,8,6,7
"ENSG00000164002.12",307,354,364,346,350,429
"ENSG00000238186.1",30,37,27,35,38,54
"ENSG00000117010.17",205,227,183,215,227,239
"ENSG00000117016.10",1278,1201,929,906,1413,1745
"ENSG00000287743.1",0,4,7,3,5,2
"ENSG00000237899.1",0,7,6,3,2,6
"ENSG00000272145.2",24,27,27,39,34,43
"ENSG00000066136.21",2301,3025,2710,2606,2636,3106
"ENSG00000117013.17",83,96,66,58,119,142
"ENSG00000179862.7",1088,1606,1107,996,1232,1462
"ENSG00000171793.17",9250,10381,9952,10127,11232,13166
"ENSG00000281207.1",25,18,31,18,29,40
"ENSG00000171790.16",4,20,26,25,14,19
"ENSG00000010803.17",2905,3548,3245,3221,3392,4247
"ENSG00000291157.1",5,15,5,10,5,5
"ENSG00000204060.8",173,243,137,107,188,218
"ENSG00000127129.10",25,16,13,12,15,26
"ENSG00000127124.16",338,444,424,411,356,466
"ENSG00000230638.4",4,8,8,10,2,8
"ENSG00000044012.4",24,53,17,17,34,37
"ENSG00000197273.4",1,9,6,8,5,0
"ENSG00000198815.9",4523,4960,5510,5329,5429,6475
"ENSG00000227527.2",8,4,3,7,3,4
"ENSG00000177181.15",275,268,151,144,304,329
"ENSG00000066185.13",38,39,26,33,33,56
"ENSG00000127125.9",2194,2521,2664,2662,2301,2950
"ENSG00000186409.19",406,457,438,451,457,570
"ENSG00000236876.3",17,11,17,13,9,15
"ENSG00000171960.12",1437,1667,1672,1583,1538,1859
"ENSG00000285728.3",26,27,54,54,38,70
"ENSG00000234917.2",5,1,6,1,2,2
"ENSG00000065978.19",99370,140152,104369,116119,108725,136299
"ENSG00000164007.11",423,524,452,433,505,619
"ENSG00000117385.16",5945,8158,7341,6998,6521,8277
"ENSG00000164008.17",463,455,500,488,537,665
"ENSG00000274386.6",49,62,46,53,62,57
"ENSG00000177868.12",1243,1550,1347,1409,1347,1643
"ENSG00000164010.15",422,583,604,584,596,643
"ENSG00000228192.10",164,156,144,141,138,180
"ENSG00000164011.18",882,1040,1001,929,982,1205
"ENSG00000225099.1",2,3,3,5,5,3
"ENSG00000117394.24",8164,11814,8646,7720,9022,11627
"ENSG00000227533.7",10,10,5,2,11,8
"ENSG00000186973.11",57,80,53,68,66,82
"ENSG00000117395.13",5991,7717,6938,6768,6328,8269
"ENSG00000243710.8",121,132,101,126,135,167
"ENSG00000179178.11",802,1144,1099,1094,958,1168
"ENSG00000253313.6",769,987,1266,1198,904,1113
"ENSG00000066056.14",21,32,12,15,19,31
"ENSG00000117400.18",16,15,11,23,25,15
"ENSG00000234694.2",11,18,15,8,6,11
"ENSG00000117399.14",9148,12632,9609,9681,10139,13130
"ENSG00000066322.15",5786,7659,7052,7057,6513,7794
"ENSG00000288772.2",21,8,7,16,11,9
"ENSG00000159479.17",2022,2517,2540,2508,2267,2759
"ENSG00000229431.1",0,12,9,10,13,5
"ENSG00000198198.17",1483,1621,1988,1783,1724,2117
"ENSG00000142949.17",54806,66115,69984,67761,63575,78374
"ENSG00000066135.13",5042,5409,6500,6801,5813,7212
"ENSG00000236200.7",42,63,45,63,49,52
"ENSG00000126091.21",39,57,44,51,44,86
"ENSG00000117407.17",12,19,15,19,14,24
"ENSG00000237950.3",11,13,17,17,12,7
"ENSG00000288573.3",9,4,9,5,1,7
"ENSG00000117408.11",3184,3782,3570,3514,3540,4463
"ENSG00000285649.1",8,5,4,5,5,3
"ENSG00000132768.14",3291,4381,3517,3658,3515,4668
"ENSG00000117410.14",7347,10761,9453,9791,7683,10014
"ENSG00000117411.18",6618,8963,6741,6846,6677,8909
"ENSG00000159214.13",426,507,471,422,486,648
"ENSG00000196517.13",1521,2207,2262,2130,1917,2397
"ENSG00000230615.8",73,101,120,99,109,101
"ENSG00000233514.1",20,28,21,21,15,23
"ENSG00000178028.14",1646,2038,1830,1867,1789,2345
"ENSG00000117419.16",6707,8926,6987,7296,6715,9007
"ENSG00000233602.1",2,0,1,4,3,4
"ENSG00000187147.19",3854,4924,4600,4373,4487,5476
"ENSG00000126106.14",585,691,583,647,566,762
"ENSG00000198520.12",18,27,15,12,16,31
"ENSG00000142945.13",3848,4576,4367,3937,4333,5393
"ENSG00000142937.12",96656,140528,122458,121129,107717,136791
"ENSG00000200913.1",9,12,16,11,6,12
"ENSG00000234093.3",20,41,30,27,17,21
"ENSG00000142959.5",91,138,79,81,93,103
"ENSG00000173846.13",486,763,914,739,547,735
"ENSG00000188396.4",7,6,10,8,4,6
"ENSG00000290041.1",1,2,4,7,4,1
"ENSG00000222009.9",71,111,105,113,99,108
"ENSG00000117425.14",33,53,67,44,72,59
"ENSG00000226499.1",7,12,6,10,4,5
"ENSG00000070785.17",2110,2489,2327,2480,2333,2803
"ENSG00000126107.15",2461,3094,2887,3083,2920,3436
"ENSG00000126088.14",3507,4817,4001,4051,3624,4739
"ENSG00000162415.7",465,510,529,498,662,731
"ENSG00000281912.1",14,25,27,19,18,18
"ENSG00000186603.7",1139,1237,1180,1085,1088,1532
"ENSG00000132781.21",58,84,97,102,90,108
"ENSG00000132773.12",976,1257,1397,1217,1110,1448
"ENSG00000070759.17",855,961,1433,1272,1021,1176
"ENSG00000280670.3",174,203,255,240,201,260
"ENSG00000132763.15",1367,1586,1413,1428,1480,1819
"ENSG00000117450.15",36582,46087,44935,47077,39696,49176
"ENSG00000117448.14",9884,12873,10780,10952,10708,13724
"ENSG00000289407.1",30,30,27,22,38,33
"ENSG00000132780.17",26063,28442,29502,28809,31810,37897
"ENSG00000159588.15",19,23,39,28,16,13
"ENSG00000159592.11",7757,8631,10672,10454,9657,11005
"ENSG00000225447.1",3,4,2,6,4,4
"ENSG00000234329.1",18,15,27,30,19,25
"ENSG00000159596.7",1961,2268,2671,2625,2199,2531
"ENSG00000197429.11",1068,1090,1424,1378,1318,1538
"ENSG00000230896.1",103,129,113,133,98,135
"ENSG00000236111.5",1,3,3,2,3,3
"ENSG00000086015.23",4245,4814,5158,4818,4699,5848
"ENSG00000117461.15",5312,6064,6205,6575,5864,7144
"ENSG00000226957.1",2,0,0,2,3,0
"ENSG00000227857.2",6,3,12,5,3,7
"ENSG00000117472.10",858,856,876,865,875,1190
"ENSG00000085998.15",6036,7723,7001,7242,6417,8139
"ENSG00000171357.6",8,17,10,6,9,13
"ENSG00000085999.13",1614,1920,1764,1684,1837,2329
"ENSG00000132128.18",10008,13311,12660,12383,10999,13705
"ENSG00000173660.12",14974,20301,18648,17970,17486,20581
"ENSG00000117481.11",2076,2628,2965,2859,2514,2993
"ENSG00000117480.16",637,641,683,644,755,911
"ENSG00000291138.1",5,4,5,4,2,6
"ENSG00000269956.2",7,4,6,1,5,5
"ENSG00000079277.22",1073,1218,1439,1257,1185,1438
"ENSG00000142961.16",94,119,113,102,138,136
"ENSG00000123472.13",5159,5989,5843,5867,5834,6808
"ENSG00000186118.9",3,2,4,4,3,1
"ENSG00000159658.15",4989,5003,6507,6250,5920,6849
"ENSG00000142973.16",15,2,1,1,6,4
"ENSG00000186377.8",93,152,337,156,231,212
"ENSG00000225506.2",15,11,16,19,21,17
"ENSG00000224805.2",4,3,2,5,2,7
"ENSG00000162366.8",0,1,1,7,3,3
"ENSG00000162367.12",24,14,8,10,17,25
"ENSG00000123473.17",2203,2313,2632,2518,2589,3018
"ENSG00000162368.15",13851,16107,18686,21601,17107,19700
"ENSG00000225762.1",27,24,52,34,25,23
"ENSG00000186790.6",46,43,73,65,74,68
"ENSG00000237424.1",309,505,587,518,410,468
"ENSG00000186564.6",114,203,333,330,161,151
"ENSG00000227947.2",3,4,8,4,7,5
"ENSG00000269113.4",1026,1244,997,967,1168,1414
"ENSG00000225028.1",2,6,7,7,6,10
"ENSG00000226133.6",0,3,1,1,3,3
"ENSG00000290466.1",1,0,3,0,2,4
"ENSG00000223720.2",2,3,2,3,3,1
"ENSG00000117834.13",13,15,10,10,10,30
"ENSG00000272491.1",0,3,0,4,0,2
"ENSG00000132122.12",952,1053,1158,1222,1119,1411
"ENSG00000224986.2",0,4,5,1,2,4
"ENSG00000235105.1",21,23,23,26,21,26
"ENSG00000186094.18",8,22,23,9,20,17
"ENSG00000162373.13",403,506,350,358,419,509
"ENSG00000162374.18",232,191,73,100,253,336
"ENSG00000142700.12",3,0,2,3,2,4
"ENSG00000185104.21",3356,3584,3449,3536,3728,4302
"ENSG00000230585.2",5,3,1,6,2,5
"ENSG00000123080.12",8,6,7,6,17,15
"ENSG00000213478.2",0,3,2,5,1,3
"ENSG00000203356.2",2,5,4,4,3,4
"ENSG00000123091.5",7146,8326,8185,9702,9020,9914
"ENSG00000233406.5",17,37,21,13,23,12
"ENSG00000085831.16",841,991,1035,923,1097,1278
"ENSG00000261664.5",3,4,2,3,1,3
"ENSG00000085832.18",3739,3916,4321,4607,4601,5574
"ENSG00000232027.2",2,2,3,3,2,5
"ENSG00000227070.2",3,1,2,3,4,2
"ENSG00000117859.19",12092,13885,15217,15168,14734,17422
"ENSG00000078618.23",16461,17483,18083,19358,18988,22930
"ENSG00000266993.3",11,10,19,18,8,12
"ENSG00000169213.7",11582,11076,13259,13350,15085,16781
"ENSG00000117862.13",1446,1686,1934,1766,1544,1877
"ENSG00000198841.4",459,510,552,519,497,642
"ENSG00000134717.18",9068,10797,11261,11687,10743,12299
"ENSG00000157077.16",5727,5928,6512,7066,6233,7767
"ENSG00000228407.2",28,25,29,26,18,21
"ENSG00000154222.15",1918,2319,2437,2278,2041,2638
"ENSG00000272100.1",0,1,8,2,4,1
"ENSG00000287078.1",12,8,19,6,13,11
"ENSG00000224680.4",19,24,26,22,23,29
"ENSG00000085840.13",2626,2795,2576,2548,2695,3355
"ENSG00000134748.13",5502,5962,5951,6323,6047,7293
"ENSG00000134744.14",4393,4496,6540,5489,5625,5919
"ENSG00000116157.6",1423,1917,1679,1458,1493,1872
"ENSG00000182183.15",12,16,17,20,27,18
"ENSG00000162377.6",2788,3003,3137,3150,3093,3949
"ENSG00000162378.13",3524,3695,5002,5211,4608,4958
"ENSG00000228929.1",109,156,160,99,103,122
"ENSG00000203995.11",32,33,72,61,61,54
"ENSG00000121310.17",520,752,995,917,705,809
"ENSG00000230953.2",2,2,8,3,4,7
"ENSG00000116171.19",4602,5207,6577,6599,5756,6733
"ENSG00000236360.2",2,4,1,1,1,2
"ENSG00000226147.1",0,2,0,0,3,2
"ENSG00000174348.14",125,93,75,58,125,164
"ENSG00000162383.13",3,4,5,8,9,7
"ENSG00000157184.7",1665,2002,2046,2088,1838,2256
"ENSG00000236723.2",5,4,11,8,11,2
"ENSG00000162384.14",1417,1669,1663,1556,1473,1890
"ENSG00000259818.1",3,6,2,2,0,0
"ENSG00000162385.11",3337,4398,4270,3963,3987,4722
"ENSG00000226754.3",32,26,22,32,29,36
"ENSG00000157193.18",1008,1102,1188,1042,1270,1355
"ENSG00000225675.2",0,2,8,1,3,1
"ENSG00000174332.6",3,5,2,3,8,4
"ENSG00000058804.12",9525,10347,10774,11879,10736,12631
"ENSG00000058799.15",2844,3567,3424,3398,3238,3932
"ENSG00000211452.12",121,127,175,172,203,195
"ENSG00000081870.12",1149,1314,1172,1217,1239,1439
"ENSG00000116212.16",5082,6314,5925,5764,5883,7090
"ENSG00000219102.3",22,19,31,39,32,40
"ENSG00000203985.11",15,15,19,20,21,20
"ENSG00000116209.12",8923,10974,12394,12352,10644,12141
"ENSG00000280378.1",1,4,2,2,4,3
"ENSG00000116205.14",1010,1187,1326,1266,1290,1545
"ENSG00000215883.11",365,400,395,393,396,501
"ENSG00000116221.15",7898,9801,8600,8937,8421,10815
"ENSG00000157216.17",7291,9339,7819,7982,8844,10193
"ENSG00000198711.5",20,16,29,28,20,21
"ENSG00000227453.1",1,3,7,2,1,0
"ENSG00000162390.18",192,148,180,182,191,221
"ENSG00000162391.12",156,185,232,261,174,210
"ENSG00000243725.7",234,241,315,305,239,330
"ENSG00000162396.6",1042,1319,1265,1212,1204,1489
"ENSG00000006555.11",42,46,91,67,55,63
"ENSG00000116133.13",49757,63137,55135,60363,50458,64132
"ENSG00000287724.1",0,1,1,2,3,2
"ENSG00000242396.2",1,2,8,2,4,6
"ENSG00000233203.6",9,14,26,25,17,17
"ENSG00000143001.5",26,12,13,8,28,30
"ENSG00000162399.9",0,2,3,4,4,9
"ENSG00000169174.12",3843,4840,4763,4671,4241,5374
"ENSG00000162402.15",7174,7052,9650,9220,8774,10016
"ENSG00000284686.1",2,2,8,5,1,2
"ENSG00000223956.5",1,2,4,4,9,0
"ENSG00000162407.9",1168,1380,1867,1557,1342,1665
"ENSG00000225475.1",3,3,2,1,1,0
"ENSG00000162409.12",1250,1428,1633,1591,1564,1786
"ENSG00000187889.13",30,24,35,27,26,42
"ENSG00000157131.12",4,5,20,11,7,6
"ENSG00000021852.14",5,6,23,10,22,22
"ENSG00000173406.16",675,1009,1343,1161,856,964
"ENSG00000223416.3",2,5,4,3,3,1
"ENSG00000162600.12",721,760,860,908,819,1009
"ENSG00000286918.1",8,3,8,7,6,7
"ENSG00000184292.7",405,384,305,260,441,529
"ENSG00000185839.3",21,25,25,19,25,31
"ENSG00000162601.12",1186,979,1935,1636,1616,1762
"ENSG00000177606.9",3011,3435,3096,2954,3386,3998
"ENSG00000234807.8",9,11,7,4,7,6
"ENSG00000272226.1",0,3,1,5,1,3
"ENSG00000232453.7",12,7,3,5,10,7
"ENSG00000228121.1",3,4,6,0,1,0
"ENSG00000224609.8",3,10,12,3,13,8
"ENSG00000172456.18",371,382,394,427,432,470
"ENSG00000134709.13",4121,3790,4535,4667,5170,5642
"ENSG00000134716.11",91,101,77,78,94,128
"ENSG00000162598.13",4,2,6,6,5,8
"ENSG00000226476.7",2,5,4,9,4,4
"ENSG00000162599.18",24,22,28,22,35,32
"ENSG00000162604.13",777,854,954,977,837,985
"ENSG00000271200.1",1,2,2,0,1,4
"ENSG00000132849.22",5483,4908,7000,6825,6249,7414
"ENSG00000240563.2",12309,12619,15864,17169,14167,17045
"ENSG00000237227.1",1,3,5,6,2,4
"ENSG00000132854.19",3744,3694,4561,4389,4166,5133
"ENSG00000162607.13",6940,7066,7317,7637,8389,9641
"ENSG00000116641.18",6770,7053,8958,8510,8224,9456
"ENSG00000132855.5",13,17,20,29,20,20
"ENSG00000278967.1",7,4,0,4,4,5
"ENSG00000235545.1",47,43,34,43,45,65
"ENSG00000125703.15",879,960,1034,1059,1049,1253
"ENSG00000234318.1",4,2,3,0,1,1
"ENSG00000088035.18",1635,1820,1829,2068,1809,2145
"ENSG00000142856.17",1651,1756,1572,1725,1710,2122
"ENSG00000203965.13",468,534,607,559,522,637
"ENSG00000251720.1",1,1,4,2,3,3
"ENSG00000116652.6",7,5,10,20,12,12
"ENSG00000079739.17",3648,4586,3947,3918,4378,5437
"ENSG00000185483.13",2294,2331,2033,2258,2667,2937
"ENSG00000177452.7",0,2,2,2,0,3
"ENSG00000228056.3",1,2,0,3,1,3
"ENSG00000284928.1",0,0,0,2,2,2
"ENSG00000158966.16",5455,5376,5199,5009,6172,7427
"ENSG00000162437.15",3331,3240,3818,3783,3908,4776
"ENSG00000162434.14",5106,5202,5655,5941,5735,7005
"ENSG00000226891.9",0,4,4,0,1,2
"ENSG00000162433.15",8401,10257,14033,13735,10498,11982
"ENSG00000116675.16",1238,1385,1500,1425,1570,1701
"ENSG00000213625.9",4195,4977,6531,6497,4966,5831
"ENSG00000116678.20",1080,1230,1304,1562,1400,1481
