"Ensembl_ID","control_rep2","exp_rep3","exp_rep2","exp_rep1","control_rep1","control_rep3"
"ENSG00000261056.2",13,2,13,10,6,9
"ENSG00000261804.3",22,35,37,37,30,48
"ENSG00000262714.1",19,34,26,58,19,25
"ENSG00000279741.1",4,6,10,17,6,2
"ENSG00000280027.1",3,11,14,15,9,7
"ENSG00000103479.17",2228,2222,3038,2872,2572,3070
"ENSG00000279722.1",55,34,53,37,58,41
"ENSG00000166971.17",880,1099,1286,1133,1050,1243
"ENSG00000103494.16",1710,1846,2109,2139,2030,2287
"ENSG00000275191.1",3,6,5,6,6,5
"ENSG00000140718.22",3982,4829,5102,4913,5184,5868
"ENSG00000177508.12",77,107,63,63,97,120
"ENSG00000283689.1",1,2,1,1,2,4
"ENSG00000277559.1",4,5,5,2,11,4
"ENSG00000245694.12",273,297,248,237,335,340
"ENSG00000289307.2",4,1,3,3,2,2
"ENSG00000176842.16",31,47,42,40,46,40
"ENSG00000159387.8",0,2,3,0,1,3
"ENSG00000087245.13",1417,2527,1776,1777,1620,1854
"ENSG00000087253.13",294,316,438,438,366,415
"ENSG00000103546.19",31,20,6,8,30,40
"ENSG00000198848.13",8,13,7,17,15,11
"ENSG00000246379.8",15,11,5,16,17,21
"ENSG00000087258.16",1029,903,610,556,1184,1453
"ENSG00000272372.1",4,3,7,3,3,5
"ENSG00000159461.15",6312,8136,8901,8501,7628,9130
"ENSG00000167005.14",5385,6183,5758,6849,6582,7454
"ENSG00000087263.17",4785,5804,5829,6151,5536,6756
"ENSG00000125124.14",930,998,1163,1165,1106,1351
"ENSG00000125148.7",12,18,12,29,4,22
"ENSG00000169715.15",26,29,33,35,16,25
"ENSG00000169688.11",5,4,3,14,6,3
"ENSG00000198417.7",53,81,69,57,60,75
"ENSG00000125144.14",3,0,2,4,4,6
"ENSG00000187193.9",34,40,19,30,13,39
"ENSG00000102900.13",7554,9198,8364,8131,8927,10820
"ENSG00000070915.10",6,7,12,12,11,10
"ENSG00000243988.1",7,12,17,9,12,5
"ENSG00000051108.15",5714,7220,9851,9283,6415,7825
"ENSG00000261270.1",5,13,21,21,9,20
"ENSG00000261114.1",9,6,13,10,3,9
"ENSG00000140853.17",16,16,33,26,61,47
"ENSG00000140848.17",1284,1602,1427,1440,1503,1872
"ENSG00000279019.1",3,0,6,3,4,2
"ENSG00000172775.18",6395,7766,7330,7807,7134,8737
"ENSG00000285979.1",58,29,79,56,48,49
"ENSG00000159579.14",4298,4735,5727,5642,5217,6020
"ENSG00000102931.8",302,312,308,352,301,389
"ENSG00000276663.1",1,2,2,1,1,4
"ENSG00000260038.1",3,7,2,3,1,3
"ENSG00000102934.10",819,999,1086,969,956,1071
"ENSG00000006210.7",377,377,373,413,451,482
"ENSG00000102970.11",2,1,1,3,1,2
"ENSG00000005194.15",8049,10037,9790,9786,8742,10624
"ENSG00000088682.14",1820,2241,2114,1767,1948,2346
"ENSG00000102978.13",6897,8500,8430,8566,7738,9464
"ENSG00000125170.11",3192,4440,4643,4380,3726,4549
"ENSG00000135736.6",521,672,464,557,531,663
"ENSG00000159618.16",172,180,166,137,192,284
"ENSG00000205336.14",777,920,949,795,999,1243
"ENSG00000182885.17",4,2,2,2,2,10
"ENSG00000260467.1",14,8,12,5,3,8
"ENSG00000159625.15",180,225,205,193,196,272
"ENSG00000288753.1",4,12,9,8,9,12
"ENSG00000140854.13",3841,5229,4008,3986,3968,5328
"ENSG00000140859.16",3330,4587,4285,4066,3684,4637
"ENSG00000276166.1",3,1,10,9,5,2
"ENSG00000187185.4",7,7,19,13,13,17
"ENSG00000070729.14",12,11,18,14,17,14
"ENSG00000159648.13",5,6,11,13,5,7
"ENSG00000166188.3",932,1391,1218,1192,1161,1439
"ENSG00000103005.13",5340,7130,6883,6466,6389,7341
"ENSG00000102996.5",7802,10314,10306,9844,8358,10518
"ENSG00000070761.8",2150,2863,2691,2553,2473,3095
"ENSG00000260545.1",0,2,2,1,0,3
"ENSG00000260927.2",19,12,11,12,10,19
"ENSG00000070770.10",4497,4900,5040,5349,5251,6094
"ENSG00000103021.10",977,1076,954,1133,1229,1399
"ENSG00000181938.14",1022,1130,1154,1136,1140,1356
"ENSG00000260186.5",5,5,6,1,5,8
"ENSG00000103034.15",3075,3711,2661,2462,3487,4280
"ENSG00000289004.2",12,16,15,18,20,26
"ENSG00000103037.12",730,775,724,758,829,928
"ENSG00000125107.19",25764,27159,33822,32476,31017,36473
"ENSG00000207493.1",0,9,9,5,5,3
"ENSG00000103042.9",3356,4403,4229,4662,3974,5010
"ENSG00000125166.13",17015,21808,19624,21050,19881,24536
"ENSG00000245768.7",5,7,5,6,11,20
"ENSG00000286653.1",0,4,2,3,5,4
"ENSG00000150394.14",726,982,884,793,898,1045
"ENSG00000231589.1",5,3,14,7,3,6
"ENSG00000261502.4",4,7,2,10,4,5
"ENSG00000260658.7",4,6,12,5,3,1
"ENSG00000279225.1",4,6,9,3,1,1
"ENSG00000260668.1",4,5,5,3,2,4
"ENSG00000140937.14",914,1321,1034,835,1178,1305
"ENSG00000286928.1",0,2,1,3,3,4
"ENSG00000179776.20",31,43,61,104,54,49
"ENSG00000246898.2",6,17,23,35,12,7
"ENSG00000166546.15",22,20,18,23,16,23
"ENSG00000166548.17",647,743,901,784,721,839
"ENSG00000217555.13",103,122,98,104,113,136
"ENSG00000254788.7",17,32,24,16,25,21
"ENSG00000277978.1",3,6,2,5,3,3
"ENSG00000089505.18",51,79,51,67,55,65
"ENSG00000289353.1",316,397,443,477,450,469
"ENSG00000140932.10",3,4,4,4,3,4
"ENSG00000140931.20",6269,8705,8222,8704,6918,8554
"ENSG00000183723.13",13385,13677,18351,18438,16221,18356
"ENSG00000135720.13",6710,6525,8100,8213,8195,9639
"ENSG00000287965.1",3,0,5,2,1,2
"ENSG00000246777.1",19,32,40,29,30,31
"ENSG00000249961.10",1,2,7,5,0,2
"ENSG00000159593.15",9884,11194,11484,11960,11208,13435
"ENSG00000172840.7",1713,1920,2348,2232,2082,2415
"ENSG00000166592.13",31,34,59,42,36,38
"ENSG00000166595.12",2514,4043,3305,2990,2808,3449
"ENSG00000172831.14",3094,3972,3607,3730,3259,4346
"ENSG00000172828.13",53,64,54,78,57,67
"ENSG00000172824.17",12,20,25,21,18,25
"ENSG00000067955.15",4066,5050,5194,6170,5289,5830
"ENSG00000125149.12",1592,1836,2168,1929,1920,2300
"ENSG00000237172.4",49,46,54,42,47,64
"ENSG00000102871.16",106,139,134,120,104,146
"ENSG00000135722.9",47,49,33,38,49,61
"ENSG00000102878.18",3,9,4,6,2,10
"ENSG00000140939.15",135,193,204,184,200,216
"ENSG00000196123.13",815,992,1100,915,947,1216
"ENSG00000179044.16",53,60,51,34,62,65
"ENSG00000205250.9",4559,6057,5312,5107,4935,6529
"ENSG00000102890.16",428,532,462,440,423,656
"ENSG00000293507.1",14,20,6,9,5,13
"ENSG00000168701.19",1967,2818,2581,2620,2218,2823
"ENSG00000135723.14",865,1129,960,853,935,1230
"ENSG00000135740.17",32,32,43,31,33,42
"ENSG00000262691.1",12,15,9,10,13,11
"ENSG00000196155.13",121,146,124,117,149,181
"ENSG00000168676.11",4,2,0,2,7,7
"ENSG00000159708.18",9,5,2,1,10,13
"ENSG00000159713.11",883,1138,539,473,924,1187
"ENSG00000159714.12",168,223,167,139,171,216
"ENSG00000176387.7",1821,2720,2235,2287,2057,2638
"ENSG00000159720.13",5417,7683,6055,6332,5971,7419
"ENSG00000270049.4",40,45,31,25,45,43
"ENSG00000276075.3",15,10,7,12,15,20
"ENSG00000039523.20",4291,5504,4349,4368,5053,6229
"ENSG00000261396.1",0,0,3,0,2,2
"ENSG00000261386.2",3,5,7,9,4,5
"ENSG00000280214.1",3,8,5,1,4,0
"ENSG00000259804.1",2,2,3,9,6,3
"ENSG00000102974.16",7773,8588,8845,9070,8473,10644
"ENSG00000159753.15",111,128,101,86,123,134
"ENSG00000102977.18",1134,1590,1246,1133,1316,1651
"ENSG00000102981.10",114,135,97,64,106,146
"ENSG00000124074.12",631,934,676,679,717,926
"ENSG00000159761.15",47,90,74,81,70,97
"ENSG00000141098.13",2540,3139,2822,2909,2773,3521
"ENSG00000141084.12",1705,2033,2394,2074,2044,2481
"ENSG00000270165.1",3,3,2,0,4,6
"ENSG00000289164.1",15,23,19,25,13,21
"ENSG00000102904.15",112,136,112,131,111,123
"ENSG00000102901.13",968,1214,1111,1064,972,1336
"ENSG00000168286.3",1914,2465,2160,2118,2192,2617
"ENSG00000102898.13",10082,14785,13143,12786,11750,14561
"ENSG00000038358.15",4192,4749,4627,4311,4448,5683
"ENSG00000263126.1",15,11,16,12,9,11
"ENSG00000159792.10",5348,6769,6009,5962,5648,7157
"ENSG00000261884.2",33,35,39,38,45,38
"ENSG00000205220.12",130,139,170,167,153,162
"ENSG00000213398.8",238,357,402,304,353,371
"ENSG00000124067.17",5687,7841,7403,7683,6320,7715
"ENSG00000141096.6",5,1,1,1,2,5
"ENSG00000167261.14",2,0,2,1,0,3
"ENSG00000167264.18",1656,2078,1870,1980,1921,2471
"ENSG00000182810.7",1127,1528,1358,1284,1200,1501
"ENSG00000072736.19",3592,3763,3789,3666,4021,5118
"ENSG00000240435.2",1,2,1,3,3,2
"ENSG00000260891.1",2,3,3,4,1,1
"ENSG00000263276.1",1,9,2,10,9,5
"ENSG00000103067.14",4144,4893,5040,4630,4521,5442
"ENSG00000261469.1",19,20,15,16,14,19
"ENSG00000103066.13",1395,1769,1683,1619,1440,1854
"ENSG00000103064.15",2445,2776,3302,3205,2867,3346
"ENSG00000103061.13",479,576,513,533,504,598
"ENSG00000279649.1",13,21,24,38,18,17
"ENSG00000132600.18",3087,4117,3217,3504,3357,4256
"ENSG00000259797.1",1,0,1,3,2,2
"ENSG00000103056.12",143,108,63,67,132,173
"ENSG00000287760.1",8,16,18,16,22,18
"ENSG00000274698.1",8,9,11,11,10,20
"ENSG00000184939.16",3950,4125,4436,4707,4724,5283
"ENSG00000275383.1",2,5,13,2,4,3
"ENSG00000062038.15",13681,16043,11698,11574,14264,18345
"ENSG00000260577.2",17,14,21,6,11,13
"ENSG00000261395.3",0,3,1,0,4,2
"ENSG00000039068.20",46499,50711,62062,63554,55047,65569
"ENSG00000260459.2",48,72,83,85,76,101
"ENSG00000103047.8",1317,1435,1369,1347,1394,1739
"ENSG00000266801.1",3,4,5,1,0,0
"ENSG00000103044.11",188,202,183,137,237,265
"ENSG00000168802.14",96,136,161,151,147,171
"ENSG00000141076.18",5680,6639,6422,6383,6220,7550
"ENSG00000168807.17",3632,3216,4045,3838,4507,4667
"ENSG00000260914.3",3,2,2,2,2,4
"ENSG00000132612.16",3346,4400,3705,4028,3749,4506
"ENSG00000213380.16",1063,1285,1284,1317,1212,1465
"ENSG00000258429.2",128,142,94,91,118,127
"ENSG00000132603.15",4098,4570,4848,5211,4645,5659
"ENSG00000157315.5",79,70,70,97,102,110
"ENSG00000132604.11",2552,3185,3384,3028,3218,3769
"ENSG00000103018.18",10728,13087,12176,13720,11675,14318
"ENSG00000102908.23",2157,2194,3672,3732,2906,3075
"ENSG00000181019.13",1798,1829,1879,2127,1880,2451
"ENSG00000262136.2",0,3,3,2,0,2
"ENSG00000141101.13",5141,6100,5746,5757,5498,6847
"ENSG00000260290.2",65,109,84,101,73,107
"ENSG00000198373.13",3236,3975,3830,3848,3603,4404
"ENSG00000157322.18",2,1,2,3,5,4
"ENSG00000196696.14",59,75,152,91,105,103
"ENSG00000290709.1",4,7,8,6,2,6
"ENSG00000090857.14",3788,4089,4404,4559,4496,5274
"ENSG00000291263.1",28,44,58,37,45,42
"ENSG00000261556.11",13,15,16,18,15,14
"ENSG00000223496.3",1260,1802,1712,1625,1677,1851
"ENSG00000090861.17",20180,22245,21933,21256,22934,27974
"ENSG00000157349.17",1342,1648,1469,1542,1425,1785
"ENSG00000260537.2",3,3,4,2,3,4
"ENSG00000261777.6",144,154,168,131,159,238
"ENSG00000168872.17",1471,1739,1846,1700,1529,2081
"ENSG00000157350.13",2188,2962,2752,2816,2365,3050
"ENSG00000157353.17",691,824,839,784,744,815
"ENSG00000103051.21",4872,5655,5178,5074,5081,6544
"ENSG00000189091.13",22087,24771,24206,24089,25313,30783
"ENSG00000157368.12",3,7,1,2,3,3
"ENSG00000132613.16",1565,1870,1504,1535,1678,2124
"ENSG00000279569.1",3,0,3,4,7,11
"ENSG00000103043.15",3918,4439,3705,3679,4121,5263
"ENSG00000279412.1",10,7,13,20,10,21
"ENSG00000214353.8",8,8,7,7,4,6
"ENSG00000157423.18",366,343,342,384,383,506
"ENSG00000259798.1",8,6,6,6,9,3
"ENSG00000180917.18",1083,1240,1493,1316,1386,1536
"ENSG00000172137.19",4854,3271,779,842,5080,6445
"ENSG00000261348.2",8,8,10,4,12,13
"ENSG00000167377.19",39,45,64,47,62,69
"ENSG00000261611.6",3,0,2,1,1,3
"ENSG00000247324.2",2,5,0,4,0,3
"ENSG00000157429.16",347,350,426,433,355,450
"ENSG00000140835.10",4,4,2,5,4,7
"ENSG00000260886.2",4,4,7,2,3,4
"ENSG00000198650.11",6,5,7,3,3,6
"ENSG00000260593.1",1,1,3,2,4,2
"ENSG00000140832.11",1653,2021,2582,2459,2000,2375
"ENSG00000040199.18",1254,1364,1734,1577,1476,1750
"ENSG00000261513.1",2,0,1,0,2,5
"ENSG00000166747.13",10859,10986,13251,13437,12531,14776
"ENSG00000224470.9",4369,4755,6228,5792,5381,6250
"ENSG00000182149.21",12639,14841,16236,15593,14916,17797
"ENSG00000102984.15",496,536,425,474,523,612
"ENSG00000277481.2",1,3,6,11,7,5
"ENSG00000263232.2",6,22,15,10,7,7
"ENSG00000102967.12",717,772,798,674,771,924
"ENSG00000140830.9",1046,1162,1236,1263,1033,1391
"ENSG00000257017.10",0,2,2,3,0,3
"ENSG00000261701.9",31,18,12,9,30,44
"ENSG00000260252.1",3,3,3,2,3,4
"ENSG00000140829.12",4376,4872,5022,4762,4917,6159
"ENSG00000118557.16",19,24,30,31,29,28
"ENSG00000261008.9",41,52,57,82,63,86
"ENSG00000259768.8",445,498,492,454,498,594
"ENSG00000261764.1",0,5,3,5,0,6
"ENSG00000279206.1",1,3,2,4,0,2
"ENSG00000140836.17",3871,3980,5042,5100,4790,5281
"ENSG00000259209.3",13,12,17,15,13,19
"ENSG00000271009.3",14,5,11,10,9,9
"ENSG00000284670.1",6,11,4,9,5,8
"ENSG00000261404.7",1,3,5,6,3,2
"ENSG00000275236.1",3,3,2,2,0,1
"ENSG00000103035.11",7825,9275,9134,9104,9014,11263
"ENSG00000259972.3",53,57,84,57,80,78
"ENSG00000239763.2",7,14,16,9,16,7
"ENSG00000260884.1",4,5,17,14,10,9
"ENSG00000290890.1",20,16,8,9,18,19
"ENSG00000261079.1",7,8,7,8,2,10
"ENSG00000196436.9",76,85,123,110,112,127
"ENSG00000140839.13",5,3,1,2,4,2
"ENSG00000261170.2",18,33,28,28,28,28
"ENSG00000090863.12",20119,23818,25971,26256,23375,27893
"ENSG00000168411.14",7367,8515,8881,8421,8621,10185
"ENSG00000262904.1",12,11,18,6,13,10
"ENSG00000168404.13",21,14,15,15,14,15
"ENSG00000103089.9",49,90,68,45,67,63
"ENSG00000103091.15",3347,3863,4278,4071,3956,4751
"ENSG00000186187.12",3048,4147,4064,3976,3586,4363
"ENSG00000166816.15",12,4,3,2,13,24
"ENSG00000184517.12",1899,2124,1996,2334,2139,2549
"ENSG00000168925.12",4,2,0,0,0,2
"ENSG00000290455.1",2,1,4,6,2,1
"ENSG00000050820.17",4361,5756,5225,4933,4856,6138
"ENSG00000280152.1",19,18,22,21,18,28
"ENSG00000153774.9",4746,5378,5022,5136,5544,6981
"ENSG00000261783.1",19,14,19,15,17,24
"ENSG00000274220.1",30,39,60,39,34,43
"ENSG00000166822.13",2363,2590,3233,3463,2996,3295
"ENSG00000261476.1",5,4,3,8,5,3
"ENSG00000183196.10",1387,1610,1395,1418,1583,1839
"ENSG00000262583.4",6,3,4,3,2,7
"ENSG00000291051.1",19,38,41,30,37,43
"ENSG00000135702.15",6,14,5,6,11,17
"ENSG00000205084.12",1844,2189,2087,2077,2064,2488
"ENSG00000276408.1",3,19,8,9,9,13
"ENSG00000034713.8",4042,5499,5316,5353,4766,5745
"ENSG00000276523.1",6,6,6,7,11,12
"ENSG00000065457.11",2629,2807,3709,3614,3069,3539
"ENSG00000065427.15",25516,30138,27980,29587,27387,34184
"ENSG00000166848.7",5606,7889,8165,8463,6518,7903
"ENSG00000284484.1",3,0,9,1,3,4
"ENSG00000261424.1",2,4,5,4,1,2
"ENSG00000283755.2",8,7,8,8,5,4
"ENSG00000244485.1",9,11,13,10,9,9
"ENSG00000152910.19",106,102,45,40,102,161
"ENSG00000103111.15",3973,4437,4698,4469,4399,5225
"ENSG00000205078.6",66,96,89,69,64,93
"ENSG00000260922.2",8,3,3,1,5,3
"ENSG00000140873.16",184,283,753,702,241,247
"ENSG00000260701.2",0,0,4,2,5,0
"ENSG00000140876.11",88,93,122,120,113,137
"ENSG00000261707.1",5,10,6,2,7,5
"ENSG00000171724.3",108,124,84,53,119,135
"ENSG00000166509.12",6,12,7,13,6,6
"ENSG00000186153.19",1402,1763,1637,1639,1620,1944
"ENSG00000276007.1",55,59,95,72,87,115
"ENSG00000260969.2",1,2,5,1,4,5
"ENSG00000287106.1",2,1,2,1,1,4
"ENSG00000277954.1",53,41,53,31,56,54
"ENSG00000285918.1",10,14,16,11,12,18
"ENSG00000178573.7",4078,4690,4231,4262,5015,5738
"ENSG00000277214.1",2,2,1,0,3,0
"ENSG00000278058.1",12,11,11,16,7,11
"ENSG00000260876.6",3,5,1,0,4,2
"ENSG00000261390.8",26,23,13,17,26,34
"ENSG00000259867.6",29,50,57,51,39,50
"ENSG00000168589.15",21,25,24,22,30,32
"ENSG00000166446.15",1288,1269,1615,1589,1540,1735
"ENSG00000103121.9",1305,1580,1688,1653,1480,1721
"ENSG00000278985.1",1,7,12,4,3,3
"ENSG00000166451.14",2397,2661,2745,2932,2735,3288
"ENSG00000260213.6",0,0,1,4,2,5
"ENSG00000284512.1",13,5,7,17,7,11
"ENSG00000166454.10",6848,7407,8412,8617,7997,9398
"ENSG00000166455.14",10,13,5,9,3,6
"ENSG00000260643.2",58,77,91,80,77,91
"ENSG00000261141.1",15,16,16,12,21,15
"ENSG00000245059.2",3,2,3,1,2,3
"ENSG00000140905.11",310,308,306,442,328,377
"ENSG00000166473.19",13,7,14,13,7,13
"ENSG00000135697.10",23,28,37,29,30,35
"ENSG00000280182.1",5,4,9,1,2,2
"ENSG00000260495.1",11,5,8,6,12,6
"ENSG00000289067.1",6,5,14,9,13,10
"ENSG00000261609.8",1625,1729,1875,1994,2044,2105
"ENSG00000153815.18",4752,6169,5422,5257,5955,7198
"ENSG00000279294.1",14,15,14,4,19,19
"ENSG00000197943.12",58,42,52,52,57,65
"ENSG00000184860.10",3,1,5,2,0,3
"ENSG00000086696.11",29,88,136,72,67,60
"ENSG00000261235.1",19,19,20,22,13,14
"ENSG00000135698.10",2778,3207,3009,3280,2992,3760
"ENSG00000140945.17",54,164,297,198,105,139
"ENSG00000230989.8",13329,15669,13881,16796,14279,17573
"ENSG00000103150.7",176,230,260,220,246,319
"ENSG00000260932.1",3,0,4,2,0,1
"ENSG00000140961.14",89,115,89,93,128,141
"ENSG00000103154.10",70,96,36,58,69,113
"ENSG00000166558.11",8,9,4,6,4,8
"ENSG00000140943.18",9222,10778,11947,11381,10262,12471
"ENSG00000274677.1",3,5,6,3,12,8
"ENSG00000260018.2",34,32,36,26,18,33
"ENSG00000260410.2",4,1,6,4,0,3
"ENSG00000103160.12",3406,3914,3986,4172,4220,4645
"ENSG00000154099.18",41,25,51,36,38,51
"ENSG00000103168.17",960,1056,1081,922,1088,1358
"ENSG00000103175.11",1,6,5,1,4,1
"ENSG00000064270.13",207,230,306,337,224,296
"ENSG00000261286.1",7,0,8,6,6,9
"ENSG00000140950.16",1994,2316,2355,2338,2194,2799
"ENSG00000261243.1",3,3,8,0,1,1
"ENSG00000103187.8",16702,19647,17153,18521,19657,24210
"ENSG00000135686.13",2413,2763,3367,3215,3088,3562
"ENSG00000103194.16",11337,12418,12362,12952,12678,15229
"ENSG00000285848.1",1,0,3,5,3,3
"ENSG00000103196.12",588,635,933,802,775,836
"ENSG00000153786.13",6138,7316,7752,7689,7090,8457
"ENSG00000135709.14",879,921,958,968,1144,1285
"ENSG00000153789.14",66,60,27,42,64,92
"ENSG00000275088.1",4,3,2,2,2,1
"ENSG00000131149.19",5633,6668,7184,6672,6735,7835
"ENSG00000287787.1",7,5,10,2,7,2
"ENSG00000278716.1",0,0,2,2,6,2
"ENSG00000263968.2",5,8,12,10,8,11
"ENSG00000131153.9",2879,3576,2814,2826,3079,3738
"ENSG00000154102.11",47,59,46,28,58,75
"ENSG00000287125.1",4,5,6,9,4,5
"ENSG00000131148.9",3970,5318,4896,4986,4423,5511
"ENSG00000252311.1",4,6,6,7,6,2
"ENSG00000270184.1",8,10,22,18,18,13
"ENSG00000270159.1",1,4,0,3,3,6
"ENSG00000131143.10",23516,35668,31182,30279,25400,33192
"ENSG00000214259.3",0,2,2,0,3,0
"ENSG00000140968.12",435,544,1056,863,587,747
"ENSG00000268388.6",0,11,17,8,13,11
"ENSG00000103241.7",1,14,41,24,12,11
"ENSG00000270020.1",16,14,7,20,11,12
"ENSG00000243697.1",16,9,9,11,10,9
"ENSG00000103248.19",771,963,966,986,901,1085
"ENSG00000280278.1",6,13,7,14,15,6
"ENSG00000176692.8",1,3,1,2,2,2
"ENSG00000176678.6",9,14,23,13,25,11
"ENSG00000261175.6",19,12,15,14,14,20
"ENSG00000289423.1",4,3,3,8,3,6
"ENSG00000260456.7",53,96,65,77,66,79
"ENSG00000131152.4",0,2,2,4,2,2
"ENSG00000270006.4",7,3,5,10,10,3
"ENSG00000103264.18",1856,2268,2154,2026,2067,2665
"ENSG00000269901.1",2,0,0,3,2,1
"ENSG00000140941.14",9546,12047,12429,13579,11028,13440
"ENSG00000140948.13",2873,3110,3703,3703,3493,4087
"ENSG00000276337.1",1,4,0,1,2,6
"ENSG00000288568.1",11,10,10,19,11,15
"ENSG00000269935.1",7,5,2,11,5,12
"ENSG00000154118.13",1626,1857,1483,1473,1718,2212
"ENSG00000277504.1",18,18,16,13,14,15
"ENSG00000226180.3",76,85,69,77,55,108
"ENSG00000104731.14",1885,2299,2240,2114,2140,2641
"ENSG00000260498.7",5,7,3,8,4,6
"ENSG00000260177.1",0,2,3,1,3,3
"ENSG00000103257.9",29642,39248,31649,32608,32278,41475
"ENSG00000174990.8",43,40,71,63,60,65
"ENSG00000172530.22",1174,1334,1451,1253,1235,1496
"ENSG00000261273.1",2,2,0,0,0,2
"ENSG00000225614.4",75,113,117,97,135,137
"ENSG00000179588.9",2269,2789,2008,1984,2300,3030
"ENSG00000263456.1",1,2,0,0,2,2
"ENSG00000261744.1",10,10,7,14,15,21
"ENSG00000289151.2",23,21,33,40,46,31
"ENSG00000158545.16",5523,6912,6109,6226,6264,7906
"ENSG00000051523.12",2573,4131,3512,3294,2792,3595
"ENSG00000167508.12",3825,4756,3457,3605,3810,5284
"ENSG00000260630.9",264,320,288,286,271,328
"ENSG00000185669.6",170,245,197,242,190,235
"ENSG00000158717.11",785,1051,909,931,817,1000
"ENSG00000174177.13",890,1093,858,906,834,1100
"ENSG00000278341.1",8,5,12,6,8,4
"ENSG00000103335.22",3403,3793,4267,4444,3843,4678
"ENSG00000260121.1",6,7,8,12,9,10
"ENSG00000224888.4",11,14,15,12,16,21
"ENSG00000182376.2",7,5,3,3,3,5
"ENSG00000167513.9",2854,3788,2440,2571,3099,3984
"ENSG00000198931.11",7900,11706,8110,8618,7825,11029
"ENSG00000141012.13",1374,1752,1610,1668,1481,1902
"ENSG00000167515.11",3143,4430,3499,3611,3258,4280
"ENSG00000129993.15",217,231,152,138,240,374
"ENSG00000261226.1",4,2,1,6,4,2
"ENSG00000176715.17",1023,1366,1172,1199,1066,1440
"ENSG00000261546.1",2,1,0,2,2,4
"ENSG00000180422.3",4,8,2,5,2,2
"ENSG00000129910.8",5,12,4,4,6,8
"ENSG00000259803.8",102,178,141,143,123,151
"ENSG00000259877.3",89,87,93,115,115,105
"ENSG00000170100.14",2486,2708,3266,3130,2881,3397
"ENSG00000167522.17",10437,11793,13375,12783,11922,14873
"ENSG00000268218.1",19,29,30,16,27,26
"ENSG00000260279.4",28,26,50,33,28,42
"ENSG00000261253.2",1,3,2,0,3,1
"ENSG00000197912.16",4146,4932,5276,4738,4788,6001
"ENSG00000261118.1",4,5,10,13,8,6
"ENSG00000167526.14",68905,96074,69714,70373,71241,90356
"ENSG00000178773.15",166,185,126,137,129,208
"ENSG00000015413.10",464,607,372,415,491,624
"ENSG00000131165.16",6005,8009,6446,6833,6369,8440
"ENSG00000167523.15",817,1071,843,775,934,1125
"ENSG00000275734.2",92,110,100,142,117,141
"ENSG00000185324.22",1092,1522,1467,1290,1338,1613
"ENSG00000260259.1",12,23,11,15,13,22
"ENSG00000158792.16",685,1040,723,700,661,966
"ENSG00000075399.14",302,395,321,347,331,380
"ENSG00000261373.1",720,858,671,623,761,979
"ENSG00000158805.12",412,499,574,495,442,562
"ENSG00000187741.16",1270,1307,1370,1251,1586,1751
"ENSG00000204991.11",440,514,508,519,503,598
"ENSG00000141002.20",6158,7503,6517,6567,6615,8476
"ENSG00000267048.1",15,22,20,21,22,25
"ENSG00000258839.4",112,131,114,101,117,151
"ENSG00000259006.1",1,3,1,0,2,3
"ENSG00000258947.8",1658,2233,1537,1790,1664,2243
"ENSG00000140995.17",3542,4732,4094,4110,3833,5164
"ENSG00000293473.1",122,159,127,132,125,150
"ENSG00000293510.1",351,383,442,497,445,481
"ENSG00000223959.12",10,12,25,9,12,10
"ENSG00000003249.15",5847,8410,6054,6346,6236,8113
"ENSG00000141013.17",548,720,800,699,546,763
"ENSG00000221819.6",3,2,8,5,3,5
"ENSG00000290738.1",11,15,19,17,13,26
"ENSG00000290739.1",0,3,2,5,1,0
"ENSG00000260528.6",12,7,10,8,12,17
"ENSG00000261172.1",2,2,1,4,1,2
"ENSG00000260923.8",14,3,7,15,10,12
"ENSG00000280279.1",17,10,11,9,18,25
"ENSG00000272636.5",1277,1394,1165,1088,1436,1726
"ENSG00000181031.16",1052,1374,1250,1057,1167,1533
"ENSG00000262920.5",3,13,4,2,4,4
"ENSG00000262061.7",1,6,2,4,1,3
"ENSG00000262294.1",4,3,0,4,3,2
"ENSG00000262558.1",4,2,2,1,3,7
"ENSG00000187624.9",249,341,287,302,272,375
"ENSG00000183688.4",616,890,517,586,837,989
"ENSG00000141252.21",3694,4136,4475,4494,4469,5262
"ENSG00000167695.15",2914,3882,3825,3596,3419,4032
"ENSG00000179409.11",5598,7003,6361,6699,6063,7517
"ENSG00000293440.1",25,41,25,36,27,40
"ENSG00000167699.14",5643,6695,7071,6900,6338,7731
"ENSG00000262228.3",0,5,1,2,4,6
"ENSG00000171861.11",1594,1858,1738,1643,1750,2105
"ENSG00000262434.1",13,14,23,11,8,12
"ENSG00000277491.1",17,25,15,11,14,20
"ENSG00000167693.17",9479,12671,11376,11570,10458,12734
"ENSG00000177370.5",2520,3289,2833,2910,2908,3528
"ENSG00000159842.16",5899,6758,6285,6182,6798,8444
"ENSG00000108953.17",70555,95368,88493,85141,80839,99172
"ENSG00000167193.8",8050,8982,11282,10556,9558,11123
"ENSG00000262777.1",3,4,0,1,0,4
"ENSG00000197879.17",10783,12189,11172,11064,11742,14744
"ENSG00000132376.20",1157,1451,1317,1353,1219,1612
"ENSG00000236618.3",121,136,115,136,101,149
"ENSG00000174238.16",9431,12005,12705,12198,11139,13637
